,id,text,label
4860,6415,"An asteroid is likely to pass within 30,000 miles of Earth on Oct. 26, 2028, a Thursday, and there is a possibility that it would hit Earth, the international astronomical agency that tallies the orbits of asteroids and comets announced yesterday.",15
17372,22586,The Bush administration has signaled for the first time that it may be willing to allow a multinational force in Iraq to operate under the sponsorship of the United Nations as long as it is commanded by an American.,17
11408,14916,"They were the most closely guarded secrets of President Alberto K. Fujimori's rule, thousands of videotapes documenting the corruption and sexual high jinks of Peru's most powerful people that his spy chief used to blackmail and control virtually the entire political establishment.",17
1843,2654,"Stocks extended their post-election rally, with the Dow Jones industrial average surging past 6,500. November is shaping up as the best month for the Dow in almost five years.",0
7965,10176,"The reasonable face of Russia, President Boris N. Yeltsin, walked stiffly, but his presence here today was enough to reassure President Clinton and other Western leaders that dialogue with Moscow was possible in the aftermath of the Kosovo war.",14
3321,4597,"The executive who became the most visible symbol of profit-driven medical care stepped down yesterday as the top officer of the Columbia/HCA Healthcare Corporation, amid a criminal investigation of whether the company's pursuit of profits has stretched beyond the legal limits.",2
10462,13738,"The summit meeting of world leaders gets under way today at the United Nations, but most of New York and its thousands of visitors could not wait to open the curtain on what promises to be a world-class sideshow.",17
24653,30931,"About seven years ago, the State Senate's majority leader, Joseph L. Bruno, met a wealthy investor from the Albany area, Jared E. Abbruzzese, through a mutual friend, and they quickly bonded over their shared affection for thoroughbred horses.",20
1906,2790,The Department of Veterans Affairs acknowledged today that it had waited more than five years to begin major research studies on the health effects of exposure to low levels of chemical weapons because of the Pentagon's repeated -- and inaccurate -- assurances that there was no evidence that American troops had been exposed to Iraqi chemical weapons during the Persian Gulf war in 1991.,14
23455,29522,"Less than six months after naming Elizabeth Vargas and Bob Woodruff over Charles Gibson as the successors to the late Peter Jennings on ""World News Tonight"" on ABC, the network announced yesterday that it was scrapping its dual-host experiment and installing Mr. Gibson as the sole anchor.",15
23120,29166,"A top member of the Shiite bloc urged Prime Minister Ibrahim al-Jaafari to drop his bid to keep his post, becoming the first Shiite leader to publicly break ranks. Page 10.",17
7230,9228,"With more snow covering the Alps than almost anyone could remember, Ulrike Schwarz came to the Austrian alpine resort of Galtur from her home in Germany last week with her two teen-age children expecting the best skiing in years.",20
18218,23722,The Web site for Black Entertainment Television put the question bluntly: ''Does it bother you that Hispanics now outnumber African-Americans in the U.S.?'',1
16338,21109,"Once Jalil Mirza decided to leave the United States to avoid possible deportation, nothing happened quite as he expected, not even goodbye.",17
23767,29912,Correction Appended,2
1943,2827,Anyone trying to understand the pressures behind the frenzy of billion-dollar mergers that are reshaping weapons production in this country need have looked no further than the classified ads in The St. Louis Post-Dispatch last month.,14
20216,26038,"SANCHAWAN, China - For five months, Gao Lading and other angry farmers had occupied the walled compound of the Communist Party's village office. They had pitched tents, eaten rice and sweet potatoes, and waited.",17
7150,9143,"The lead prosecutor of the impeachment trial, Representative Henry J. Hyde, said today that Kenneth W. Starr should not indict President Clinton, now that the Senate has acquitted him.",18
29210,6487,,20
2793,3940,"When protesters lay in the street earlier this year to oppose China's plans for the colony and were arrested for doing so, they knew they would be judged under a centuries-old legal system, the common-law tradition of the British colonial government.",17
19058,24726,"American, Iraqi and United Nations officials deadlocked Saturday over the selection of an Iraqi president, even as they appeared to strike a deal over the most important cabinet ministers for the new government that is to take over on July 1.",14
26366,11643,"New York State's highest court ruled today that the Giuliani administration overstepped its bounds in trying to shut down pornography businesses, a decision that affects dozens of stores and is by far the mayor's worst setback in his campaign to restrict X-rated bookstores and theaters.",1
